Year,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
Population,10.94,11.252466,11.657479,12.083165,12.52981,12.997447,13.486241,13.995974,14.527187,15.081598,15.661414,16.267906,16.901181,17.559778,18.241331,18.942599,19.660713,20.393724,21.140344,21.899004,22.668238,23.446229,24.234087,25.029754,25.824736,26.608089,27.373035,28.116027,28.842245,29.564614,30.30124,31.06582,31.86328,32.69198,33.551079,34.43746,35.34904,36.286015,37.25054,38.244442,39.269988,40.328313,41.419954,42.542978,43.692881,43,43.3,44.3,45.3,46.4,47.6,48.5,49.4
